№ действия,"Роль (актор на конкретном шаге, в т.ч. Система)","Входящие материалы (объект/данные, инициирующие шаги)","Исходящие материалы (объект, являющийся результатом действия)",Наименование шага процесса,Срок (срок и шаг с которого считается срок),Описание процесса (актор и описание)
41,Лицо ответственное за межведомственный документооборот,"","",В каком виде требуется направить? Неэксклюзивный шлюз,"","Лицо ответственное за межведомственный документооборот определяет в каком виде требуется направить отчет.Переход к шагам 42, 44, 49"
42,Лицо ответственное за межведомственный документооборот,Проверенный подписанный председателем суда и  исполнителем  отчет Зарегистрированное в ИС подписанное сопроводительное письмо на бланке,Пакет для направления фельдъегерской связью,Передать для направления фельдъегерской связью ,"",Лицо ответственное за межведомственный документооборот передает исходящее письмо с отчетом для направления фельдъегерской связью адресату.
43,Лицо ответственное за межведомственный документооборот,"","",Завершение процесса,"",Завершение процесса
44,Лицо ответственное за межведомственный документооборот,Проверенный подписанный председателем суда и  исполнителем  отчет Зарегистрированное в ИС подписанное сопроводительное письмо на бланке,Отчет о направлении по системе ведомственного документооборота,Направить по системе ведомственного документооборота,"",Лицо ответственное за межведомственный документооборот передает исходящее письмо с отчетом адресату по системе ведомственного документооборота.
45,Лицо ответственное за межведомственный документооборот,"","",Ожидать  квитанцию о доставке,"",Лицо ответственное за межведомственный документооборот ожидает квитанцию о доставке по системе ведомственного документооборота
46,Лицо ответственное за межведомственный документооборот,Квитанция о доставке,"",Получить квитанцию о доставке,"",Лицо ответственное за межведомственный документооборот получает квитанцию о доставке по системе ведомственного документооборота
47,Лицо ответственное за межведомственный документооборот,Второй экземпляр направленных документов и квитанция о доставке,Номенклатурное дело,Подшить в номенклатурное дело,"",Лицо ответственное за межведомственный документооборот подшивает в номенклатурное дело второй экземпляр направленных документов и квитанцию о доставке по системе ведомственного документооборота
48,Лицо ответственное за межведомственный документооборот,"","",Завершение процесса,"",Завершение процесса
49,Лицо ответственное за межведомственный документооборот,Проверенный подписанный председателем суда и  исполнителем  отчет Зарегистрированное в ИС подписанное сопроводительное письмо на бланке,"",Направить по электронной почте,"",Лицо ответственное за межведомственный документооборот передает исходящее письмо с отчетом адресату по электронной почте
50,Лицо ответственное за межведомственный документооборот,"","",Ожидать  отчет о доставке,"",Лицо ответственное за межведомственный документооборот ожидает отчет о доставке
51,Лицо ответственное за межведомственный документооборот,Отчет о доставке,"",Получить отчет о доставке,"",Лицо ответственное за межведомственный документооборот получает квитанцию о доставке по электронной почте
52,Лицо ответственное за межведомственный документооборот,Второй экземпляр направленных документов и отчет о доставке,Номенклатурное дело,Подшить в номенклатурное дело,"",Лицо ответственное за межведомственный документооборот подшивает в номенклатурное дело второй экземпляр направленных документов и квитанцию о доставке по электронной почте
53,Лицо ответственное за межведомственный документооборот,"","",Завершение процесса,"",Завершение процесса
54,Сотрудник ответственный за ведение стат. отчетности,"","",Данные возможно получить в ИС суда? Эксклюзивный шлюз,"",Определяется возможно ли получить данные в ИС суда
55,Сотрудник ответственный за ведение стат. отчетности,ИС суда,Найденные данные,Найти данные в ИС,"",Сотрудник ответственный за ведение стат. отчетности осуществляет поиск в ИС
56,Сотрудник ответственный за ведение стат. отчетности,Найденные данные,Заполненная форма для ответа,Заполнить представленную форму,"",Сотрудник ответственный за ведение стат. отчетности заполняет форму
57,Сотрудник ответственный за ведение стат. отчетности,"","",Переход в шаг 32,"",Сотрудник ответственный за ведение стат. отчетности переходит к подготовке сводного отчета
58,Сотрудник ответственный за ведение стат. отчетности,"","",Данные можно получить в МА/КАД? Эксклюзивный шлюз,"",Определяется возможно ли получить данные в МА /КАД
59,Сотрудник ответственный за ведение стат. отчетности,"","",Требуется направить запрос в МА/КАД? Эксклюзивный шлюз,"",Определяется требуется ли направить запрос в МА/КАД
60,Сотрудник ответственный за ведение стат. отчетности,"",Запрос данных,Направить запрос,"",Сотрудник ответственный за ведение стат. отчетности направляет запрос в техподдержку МА/КАД
61,Сотрудник ответственный за ведение стат. отчетности,"","",Ожидать ответа на запрос,"",Сотрудник ответственный за ведение стат. отчетности ожидает ответа на запрос от техподдержки МА/КАД
62,Сотрудник ответственный за ведение стат. отчетности,Ответ на запрос,Запрашиваемые данные,Получить ответ,"",Сотрудник ответственный за ведение стат. отчетности получает ответ  на запрос от техподдержки МА/КАД
63,Сотрудник ответственный за ведение стат. отчетности,Запрашиваемые данные,Заполненная форма для ответа,Заполнить представленную форму,"",Сотрудник ответственный за ведение стат. отчетности заполняет форму
64,Сотрудник ответственный за ведение стат. отчетности,"","",Переход в шаг 32,"",Сотрудник ответственный за ведение стат. отчетности переходит к подготовке сводного отчета
65,Сотрудник ответственный за ведение стат. отчетности,МА/КАД,Найденные данные,Найти данные в МА/КАД,"",Сотрудник ответственный за ведение стат. отчетности осуществляет поиск в МА/КАД
66,Сотрудник ответственный за ведение стат. отчетности,Найденные данные,Заполненная форма для ответа,Заполнить представленную форму,"",Сотрудник ответственный за ведение стат. отчетности заполняет форму
67,Сотрудник ответственный за ведение стат. отчетности,"","",Переход в шаг 32,"",Сотрудник ответственный за ведение стат. отчетности переходит к подготовке сводного отчета
68,Сотрудник ответственный за ведение стат. отчетности,"",Поручение по аналитике/статистике,Запросить данные у судей,"",Сотрудник ответственный за ведение стат. отчетности запрашивает данные у судей
69,Лица ответственные за подготовку отчетов (судьи/председатели судебных составов/коллегий,Поручение по аналитике/статистике,"",Получить запрос,"",Лица ответственные за подготовку отчетов получают запрос
70,Лица ответственные за подготовку отчетов (судьи/председатели судебных составов/коллегий,Судебная практика,Найденные данные,Провести анализ судебной практики,"",Лица ответственные за подготовку отчетов проводят анализ судебной практики
71,Лица ответственные за подготовку отчетов (судьи/председатели судебных составов/коллегий,Найденные данные,Заполненная форма для ответа,Заполнить представленную форму,"",Лица ответственные за подготовку отчетов заполняют представленную форму
72,Лица ответственные за подготовку отчетов (судьи/председатели судебных составов/коллегий,Заполненная форма для ответа,"",Передать заполненную форму,"",Лица ответственные за подготовку отчетов передают форму сотруднику ответственному за ведение стат. отчетности
73,Сотрудник ответственный за ведение стат. отчетности,"","",Все ответы получены? Эксклюзивный шлюз,"",Определяется получены ли ответы по всем структурным подразделениям Да: переход к шагу 74Нет: переход к шагу 75
74,Сотрудник ответственный за ведение стат. отчетности,"","",Переход в шаг 32,"",Сотрудник ответственный за ведение стат. отчетности переходит к подготовке сводного отчета
75,Сотрудник ответственный за ведение стат. отчетности,"",Уведомление об истечении срока подготовки ответа,Уведомить об истечении срока подготовки ответа,"",Сотрудник ответственный за ведение статистической отчетности уведомляет об истечении срока подготовки ответа
76,Сотрудник ответственный за ведение стат. отчетности,"","",Ожидать ответов,"",Сотрудник ответственный за ведение статистической отчетности ожидает ответов от лиц ответственных за подготовку отчетов
77,Сотрудник ответственный за ведение стат. отчетности,"","",Переход к шагу 73,"",Сотрудник ответственный за ведение стат. отчетности переходит к проверке получения ответов
